Sample_ID,Pseudotime,State,Cluster,Tissue_Type
TCGA-05-4384-01A,68.6870888861969,4,1.0,Tumor
TCGA-55-A57B-01A,68.7705509623412,4,3.0,Tumor
TCGA-97-7547-01A,69.0091169850522,4,2.0,Tumor
TCGA-50-5944-01A,69.0398546528555,4,2.0,Tumor
TCGA-44-2666-01A,69.0552435214107,4,2.0,Tumor
TCGA-55-8207-01A,69.0566011202918,4,3.0,Tumor
TCGA-91-6835-01A,69.0882446381147,4,2.0,Tumor
TCGA-55-A4DG-01A,69.1815234496335,4,5.0,Tumor
TCGA-55-8087-01A,69.1973841002062,4,2.0,Tumor
TCGA-J2-A4AE-01A,69.1989670591916,4,5.0,Tumor
TCGA-93-A4JP-01A,69.2375209166566,4,3.0,Tumor
TCGA-MP-A4TH-01A,69.31871885564,4,2.0,Tumor
TCGA-53-7626-01A,69.324017367149,4,2.0,Tumor
TCGA-91-7771-01A,69.3708993944872,4,2.0,Tumor
TCGA-75-7030-01A,69.4658849163445,4,2.0,Tumor
TCGA-97-7553-01A,69.5810770970267,4,3.0,Tumor
TCGA-75-7025-01A,69.6086817256272,4,4.0,Tumor
TCGA-55-7284-01B,69.6164307680376,4,2.0,Tumor
TCGA-50-8457-01A,69.6192101011763,4,3.0,Tumor
TCGA-J2-8192-01A,69.7422155162829,4,2.0,Tumor
TCGA-75-6203-01A,69.7558457644122,4,5.0,Tumor
TCGA-NJ-A55A-01A,69.7636161568095,4,3.0,Tumor
TCGA-L4-A4E6-01A,69.9301407876589,4,5.0,Tumor
TCGA-55-7573-01A,69.9742358099179,4,2.0,Tumor
TCGA-86-8056-01A,70.0170090112738,4,2.0,Tumor
TCGA-97-8172-01A,70.0957845565708,4,3.0,Tumor
TCGA-99-7458-01A,70.0980404474263,4,2.0,Tumor
TCGA-44-6147-01A,70.1199337630141,4,2.0,Tumor
TCGA-55-8206-01A,70.1280409697954,4,3.0,Tumor
TCGA-55-8513-01A,70.1650323704995,4,3.0,Tumor
TCGA-44-6146-01A,70.1951892128429,4,2.0,Tumor
TCGA-86-7714-01A,70.3175413466614,4,4.0,Tumor
TCGA-97-8174-01A,70.4104673472157,4,4.0,Tumor
TCGA-50-5930-11A,70.6819418648261,4,3.0,Normal
TCGA-97-7938-01A,70.6982314820728,4,2.0,Tumor
TCGA-44-6144-11A,70.7286849060395,4,5.0,Normal
TCGA-44-5645-11A,70.7820727156852,4,3.0,Normal
TCGA-44-2662-11A,70.7889726173429,4,3.0,Normal
TCGA-50-5942-01A,70.8274205962224,4,4.0,Tumor
TCGA-44-6145-11A,70.892940489667,4,3.0,Normal
TCGA-44-6148-01A,70.9723698795633,4,2.0,Tumor
TCGA-44-2655-11A,71.0078272283553,4,3.0,Normal
TCGA-97-7552-01A,71.0270905887888,4,2.0,Tumor
TCGA-55-7816-01A,71.0276100148906,4,3.0,Tumor
TCGA-97-7546-01A,71.0698780079499,4,2.0,Tumor
TCGA-50-5931-11A,71.4162662294544,4,3.0,Normal
TCGA-44-6147-11A,71.5018764872438,4,2.0,Normal
TCGA-44-5645-01A,71.570394311746,4,2.0,Tumor
TCGA-86-A4P8-01A,71.6934140918228,4,3.0,Tumor
TCGA-50-5935-11A,71.9235628852254,4,3.0,Normal
TCGA-50-5933-11A,72.3710927011706,4,3.0,Normal
TCGA-50-5936-11A,72.5328050705074,4,3.0,Normal
TCGA-44-6778-11A,72.5709591824204,4,3.0,Normal
TCGA-44-6148-11A,72.6009462524238,4,3.0,Normal
TCGA-50-5932-11A,72.6348920523624,4,3.0,Normal
TCGA-50-5939-11A,72.7375395995105,4,3.0,Normal
TCGA-44-6146-11A,72.9247485760055,4,3.0,Normal
