"Sample_ID","Pseudotime","State","Cluster","Tissue_Type"
"TCGA-49-AAQV-01A",59.857200135304,"6","NA","Tumor"
"TCGA-55-A491-01A",59.938273810765,"6","NA","Tumor"
"TCGA-49-AAR3-01A",60.0885429801266,"6","NA","Tumor"
"TCGA-50-5935-01A",60.1438678905533,"3","NA","Tumor"
"TCGA-97-A4LX-01A",60.2690838133597,"3","NA","Tumor"
"TCGA-64-5778-01A",60.2963411472326,"6","NA","Tumor"
"TCGA-78-7633-01A",60.3059125132274,"3","NA","Tumor"
"TCGA-95-A4VP-01A",60.315958070551,"6","NA","Tumor"
"TCGA-95-8494-01A",60.3342983938084,"6","NA","Tumor"
"TCGA-86-8076-01A",60.3362141815328,"3","NA","Tumor"
"TCGA-55-8514-01A",60.38463082136,"6","NA","Tumor"
"TCGA-05-4405-01A",60.4119233510604,"3","NA","Tumor"
"TCGA-86-8278-01A",60.4374902160677,"3","NA","Tumor"
"TCGA-49-6744-01A",60.4633045228972,"3","NA","Tumor"
"TCGA-78-7167-01A",60.51655919882,"3","NA","Tumor"
"TCGA-86-8672-01A",60.6072732176874,"6","NA","Tumor"
"TCGA-62-A46P-01A",60.6756786689223,"6","NA","Tumor"
"TCGA-50-8459-01A",60.7269578326115,"3","NA","Tumor"
"TCGA-93-7348-01A",60.7274578705739,"3","NA","Tumor"
"TCGA-49-AAR0-01A",60.7338436985969,"6","NA","Tumor"
"TCGA-73-7498-01A",60.7454582525077,"3","NA","Tumor"
"TCGA-MP-A4TE-01A",60.8971116344969,"6","NA","Tumor"
"TCGA-97-A4M5-01A",60.9063802957148,"3","NA","Tumor"
"TCGA-78-8662-01A",60.9722755479761,"6","NA","Tumor"
"TCGA-50-5044-01A",61.0081873178612,"6","NA","Tumor"
"TCGA-49-AARE-01A",61.0370214468038,"6","NA","Tumor"
"TCGA-62-A46S-01A",61.0762491080739,"3","NA","Tumor"
"TCGA-86-8674-01A",61.1119168830619,"6","NA","Tumor"
"TCGA-49-AARQ-01A",61.2228253144933,"6","NA","Tumor"
"TCGA-86-8673-01A",61.3259502215497,"6","NA","Tumor"
"TCGA-64-5781-01A",61.3929612837969,"6","NA","Tumor"
"TCGA-86-A4P7-01A",61.4737606328838,"3","NA","Tumor"
"TCGA-MN-A4N1-01A",61.4972750131226,"6","NA","Tumor"
"TCGA-78-7166-01A",61.5007143636483,"6","NA","Tumor"
"TCGA-55-A492-01A",61.5305262392409,"6","NA","Tumor"
"TCGA-NJ-A4YF-01A",61.5527102376386,"6","NA","Tumor"
"TCGA-50-6597-01A",61.6412856120861,"6","NA","Tumor"
"TCGA-38-4632-11A",61.7323009621801,"3","NA","Normal"
"TCGA-78-7535-01A",61.749430841519,"6","NA","Tumor"
"TCGA-4B-A93V-01A",61.8961987596429,"6","NA","Tumor"
"TCGA-49-AAR2-01A",62.8103904495577,"6","NA","Tumor"
"TCGA-69-7763-01A",63.0018934505274,"5","NA","Tumor"
"TCGA-49-4514-01A",63.0360652667405,"6","NA","Tumor"
"TCGA-38-7271-01A",63.3729119382501,"5","NA","Tumor"
"TCGA-55-A48X-01A",63.520641013311,"5","NA","Tumor"
"TCGA-97-A4M0-01A",63.7271029899176,"5","NA","Tumor"
"TCGA-78-7162-01A",63.7617067523411,"4","NA","Tumor"
"TCGA-75-6206-01A",63.9374755976081,"4","NA","Tumor"
"TCGA-67-6217-01A",63.9504507691958,"4","NA","Tumor"
"TCGA-44-7659-01A",64.011308849733,"5","NA","Tumor"
"TCGA-97-A4M7-01A",64.1182701560668,"5","NA","Tumor"
"TCGA-55-8621-01A",64.1719799507073,"4","NA","Tumor"
