"Sample_ID","Pseudotime","State","Cluster","Tissue_Type"
"TCGA-69-8254-01A",64.2018336263583,"4","NA","Tumor"
"TCGA-67-4679-01B",64.4213528797362,"4","NA","Tumor"
"TCGA-55-8512-01A",64.5524010574642,"4","NA","Tumor"
"TCGA-44-2668-11A",64.5724750674803,"4","NA","Normal"
"TCGA-49-6745-11A",64.6454967143759,"5","NA","Normal"
"TCGA-55-8097-01A",64.8787693816193,"5","NA","Tumor"
"TCGA-S2-AA1A-01A",64.8936510648869,"5","NA","Tumor"
"TCGA-86-8671-01A",64.9488677241709,"5","NA","Tumor"
"TCGA-73-4676-11A",65.2472870131737,"5","NA","Normal"
"TCGA-97-7941-01A",65.3136007962684,"5","NA","Tumor"
"TCGA-97-A4M2-01A",65.478968295307,"5","NA","Tumor"
"TCGA-55-8619-01A",65.6002351307214,"5","NA","Tumor"
"TCGA-91-8497-01A",65.6150574140936,"5","NA","Tumor"
"TCGA-97-A4M1-01A",65.8522603254093,"5","NA","Tumor"
"TCGA-99-AA5R-01A",65.8558003442733,"5","NA","Tumor"
"TCGA-97-8552-01A",66.0460396755495,"5","NA","Tumor"
"TCGA-MP-A4TJ-01A",66.5482504531548,"4","NA","Tumor"
"TCGA-49-AARR-01A",66.5503685470572,"4","NA","Tumor"
"TCGA-55-8091-01A",67.0028682829377,"4","NA","Tumor"
"TCGA-55-7227-01A",67.3309423120522,"4","NA","Tumor"
"TCGA-44-2665-11A",67.3352385699815,"4","NA","Normal"
"TCGA-78-7156-01A",67.6164416900008,"4","NA","Tumor"
"TCGA-44-6777-01A",67.7174681798636,"4","NA","Tumor"
"TCGA-05-4433-01A",67.7649311582509,"4","NA","Tumor"
"TCGA-J2-A4AG-01A",67.9134649150609,"4","NA","Tumor"
"TCGA-55-7574-01A",68.5760647715329,"4","NA","Tumor"
"TCGA-05-4384-01A",68.6870888861861,"4","NA","Tumor"
"TCGA-55-A57B-01A",68.7705509623304,"4","NA","Tumor"
"TCGA-97-7547-01A",69.0091169850413,"4","NA","Tumor"
"TCGA-50-5944-01A",69.0398546528446,"4","NA","Tumor"
"TCGA-44-2666-01A",69.0552435213997,"4","NA","Tumor"
"TCGA-55-8207-01A",69.0566011202807,"4","NA","Tumor"
"TCGA-91-6835-01A",69.0882446381036,"4","NA","Tumor"
"TCGA-55-A4DG-01A",69.1815234496224,"4","NA","Tumor"
"TCGA-55-8087-01A",69.197384100195,"4","NA","Tumor"
"TCGA-J2-A4AE-01A",69.1989670591804,"4","NA","Tumor"
"TCGA-93-A4JP-01A",69.2375209166453,"4","NA","Tumor"
"TCGA-MP-A4TH-01A",69.3187188556286,"4","NA","Tumor"
"TCGA-53-7626-01A",69.3240173671376,"4","NA","Tumor"
"TCGA-91-7771-01A",69.3708993944757,"4","NA","Tumor"
"TCGA-75-7030-01A",69.4658849163329,"4","NA","Tumor"
"TCGA-97-7553-01A",69.5810770970151,"4","NA","Tumor"
"TCGA-75-7025-01A",69.6086817256156,"4","NA","Tumor"
"TCGA-55-7284-01B",69.6164307680259,"4","NA","Tumor"
"TCGA-50-8457-01A",69.6192101011646,"4","NA","Tumor"
"TCGA-J2-8192-01A",69.7422155162711,"4","NA","Tumor"
"TCGA-75-6203-01A",69.7558457644003,"4","NA","Tumor"
"TCGA-NJ-A55A-01A",69.7636161567977,"4","NA","Tumor"
"TCGA-L4-A4E6-01A",69.930140787647,"4","NA","Tumor"
"TCGA-55-7573-01A",69.974235809906,"4","NA","Tumor"
"TCGA-86-8056-01A",70.0170090112618,"4","NA","Tumor"
"TCGA-97-8172-01A",70.0957845565587,"4","NA","Tumor"
"TCGA-99-7458-01A",70.0980404474141,"4","NA","Tumor"
"TCGA-44-6147-01A",70.1199337630019,"4","NA","Tumor"
"TCGA-55-8206-01A",70.1280409697831,"4","NA","Tumor"
"TCGA-55-8513-01A",70.1650323704873,"4","NA","Tumor"
"TCGA-44-6146-01A",70.1951892128306,"4","NA","Tumor"
"TCGA-86-7714-01A",70.317541346649,"4","NA","Tumor"
"TCGA-97-8174-01A",70.4104673472033,"4","NA","Tumor"
"TCGA-50-5930-11A",70.6819418648137,"4","NA","Normal"
"TCGA-97-7938-01A",70.6982314820602,"4","NA","Tumor"
"TCGA-44-6144-11A",70.728684906027,"4","NA","Normal"
"TCGA-44-5645-11A",70.7820727156726,"4","NA","Normal"
"TCGA-44-2662-11A",70.7889726173302,"4","NA","Normal"
"TCGA-50-5942-01A",70.8274205962097,"4","NA","Tumor"
"TCGA-44-6145-11A",70.8929404896542,"4","NA","Normal"
"TCGA-44-6148-01A",70.9723698795504,"4","NA","Tumor"
"TCGA-44-2655-11A",71.0078272283424,"4","NA","Normal"
"TCGA-97-7552-01A",71.0270905887758,"4","NA","Tumor"
"TCGA-55-7816-01A",71.0276100148776,"4","NA","Tumor"
"TCGA-97-7546-01A",71.0698780079368,"4","NA","Tumor"
"TCGA-50-5931-11A",71.4162662294413,"4","NA","Normal"
"TCGA-44-6147-11A",71.5018764872306,"4","NA","Normal"
"TCGA-44-5645-01A",71.5703943117328,"4","NA","Tumor"
"TCGA-86-A4P8-01A",71.6934140918096,"4","NA","Tumor"
"TCGA-50-5935-11A",71.9235628852121,"4","NA","Normal"
"TCGA-50-5933-11A",72.3710927011572,"4","NA","Normal"
"TCGA-50-5936-11A",72.532805070494,"4","NA","Normal"
"TCGA-44-6778-11A",72.5709591824069,"4","NA","Normal"
"TCGA-44-6148-11A",72.6009462524103,"4","NA","Normal"
"TCGA-50-5932-11A",72.6348920523488,"4","NA","Normal"
"TCGA-50-5939-11A",72.7375395994969,"4","NA","Normal"
"TCGA-44-6146-11A",72.9247485759918,"4","NA","Normal"
